player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Chengdong Zhang,China,Rayo Vallecano,Defender,1.0,12.0,1.0,0.0,['Left Center Back'],['Left Center Back'],0.13333333333333333
Christian Atsu Twasam,Ghana,Málaga,Midfielder,12.0,418.0,9.0,1.0,"['Right Defensive Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Forward', 'Left Center Back']","['Right Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Center Back', 'Left Midfield', 'Left Center Forward', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Center Forward', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield']",4.644444444444445
Ciro Immobile,Italy,Sevilla,Forward,8.0,346.0,4.0,4.0,"['Left Center Forward', 'Right Center Forward', 'Center Forward']","['Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward']",3.8444444444444446
Claudio Andrés Bravo Muñoz,Chile,Barcelona,Goalkeeper,32.0,2878.0,0.0,1.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",31.977777777777778
Claudio Beauvue,Guadeloupe,Celta Vigo,Forward,10.0,517.0,4.0,3.0,"['Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Right Wing']","['Right Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Left Center Forward']",5.7444444444444445
Claudio Matías Kranevitter,Argentina,Atlético Madrid,Midfielder,8.0,343.0,5.0,1.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Forward']","['Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield']",3.811111111111111
Cristiano Biraghi,Italy,Granada,Defender,32.0,2823.0,0.0,3.0,"['Left Center Back', 'Left Wing Back', 'Left Back', 'Goalkeeper']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Goalkeeper', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back']",31.366666666666667
Cristiano Piccini,Italy,Real Betis,Defender,16.0,1419.0,0.0,2.0,"['Right Midfield', 'Right Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",15.766666666666667
Cristiano Ronaldo dos Santos Aveiro,Portugal,Real Madrid,Forward,36.0,3183.0,0.0,2.0,"['Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Wing']","['Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Right Center Forward', 'Left Wing', 'Left Wing', 'Left Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Left Center Forward', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Center Forward', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Left Wing']",35.36666666666667
Cédric Bakambu,"Congo, (Kinshasa)",Villarreal,Forward,34.0,1899.0,13.0,13.0,"['Center Forward', 'Left Center Forward', 'Right Center Midfield', 'Right Center Forward', 'Right Wing']","['Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Wing', 'Left Center Forward', 'Right Center Midfield', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward']",21.1
Damián Nicolás Suárez Suárez,Uruguay,Getafe,Defender,31.0,2663.0,1.0,2.0,"['Right Back', 'Left Wing', 'Right Center Back', 'Left Back', 'Right Wing']","['Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Left Wing', 'Right Back', 'Left Back', 'Right Center Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",29.58888888888889
Dani Castellano Betancor,Spain,Las Palmas,Defender,27.0,2253.0,2.0,3.0,"['Left Wing Back', 'Left Midfield', 'Left Back']","['Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back']",25.033333333333335
Daniel Alves da Silva,Brazil,Barcelona,Defender,29.0,2156.0,5.0,7.0,"['Right Back', 'Left Center Midfield', 'Left Center Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Center Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",23.955555555555556
Daniel Arnaud N''Di	,Cameroon,Sporting Gijón,Midfielder,15.0,764.0,5.0,9.0,"['Right Back', 'Center Forward', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Wing', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Back', 'Right Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield']",8.488888888888889
Daniel Carvajal Ramos,Spain,Real Madrid,Defender,22.0,1643.0,3.0,6.0,"['Right Wing Back', 'Right Back', 'Left Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back']",18.255555555555556
Daniel Ceballos Fernández,Spain,Real Betis,Midfielder,34.0,2212.0,12.0,12.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Left Back', 'Right Wing']","['Left Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Forward', 'Left Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Back', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Left Center Forward', 'Right Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield']",24.57777777777778
Daniel Filipe Martins Carriço,Portugal,Sevilla,Defender,14.0,1059.0,3.0,1.0,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Center Back']","['Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back']",11.766666666666667
Daniel García Carrillo,Spain,Eibar,Midfielder,35.0,3052.0,0.0,5.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",33.91111111111111
Daniel Giménez Hernández,Spain,Real Betis,Goalkeeper,3.0,212.0,1.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper']",2.3555555555555556
Daniel Lorenzo Lorenzo,Spain,Las Palmas,0,0.0,0.0,0.0,0.0,[],[],0.0
Daniel Parejo Muñoz,Spain,Valencia,Midfielder,33.0,2744.0,3.0,4.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Wing']","['Right Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Wing', 'Left Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield']",30.488888888888887
Daniel Pedro Calvo San Román,Spain,Levante UD,0,0.0,0.0,0.0,0.0,[],[],0.0
Daniel Wass,Denmark,Celta Vigo,Midfielder,36.0,2710.0,5.0,15.0,"['Right Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Forward', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Wing', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Back', 'Right Wing', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Forward', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Wing', 'Right Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Back', 'Right Center Midfield', 'Right Center Forward', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Forward']",30.11111111111111
Daniele Bonera,Italy,Villarreal,Defender,14.0,991.0,4.0,2.0,"['Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",11.011111111111111
Danilo Barbosa da Silva,Brazil,Valencia,Midfielder,19.0,1370.0,3.0,6.0,"['Left Center Midfield', 'Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield']","['Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield']",15.222222222222221
Danilo Luiz da Silva,Brazil,Real Madrid,Defender,24.0,2044.0,1.0,3.0,"['Right Back', 'Left Back', 'Right Wing']","['Right Back', 'Right Back', 'Left Back', 'Right Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back']",22.711111111111112
David Barral Torres,Spain,Granada,Forward,14.0,472.0,11.0,2.0,"['Center Defensive Midfield', 'Center Forward', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward']","['Center Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Center Forward']",5.2444444444444445
David Carmona Sierra,Spain,Sevilla,Defender,1.0,90.0,0.0,0.0,['Right Back'],['Right Back'],1.0
David Cobeño Iglesias,Spain,Rayo Vallecano,0,0.0,0.0,0.0,0.0,[],[],0.0
David García Santana,Spain,Las Palmas,Defender,19.0,1609.0,1.0,4.0,"['Right Back', 'Right Center Back']","['Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Back']",17.877777777777776
David Goldar Gómez,Spain,Celta Vigo,Defender,1.0,90.0,0.0,0.0,['Right Center Back'],['Right Center Back'],1.0
David Gómez Vázquez,Spain,RC Deportivo La Coruña,0,0.0,0.0,0.0,0.0,[],[],0.0
David Juncà Reñé,Spain,Eibar,Defender,31.0,2355.0,6.0,2.0,"['Left Wing', 'Left Midfield', 'Left Back', 'Left Center Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing', 'Left Back', 'Left Wing', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing', 'Left Wing', 'Left Back']",26.166666666666668
David Navarro Pedrós,Spain,Levante UD,Defender,20.0,1724.0,0.0,3.0,"['Left Center Forward', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Forward', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",19.155555555555555
David Rodríguez Lombán,Spain,Granada,Defender,31.0,2632.0,2.0,0.0,"['Right Back', 'Center Back', 'Right Midfield', 'Right Center Back', 'Left Back', 'Left Center Back']","['Left Center Back', 'Right Back', 'Right Center Back', 'Right Midfield', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Back', 'Right Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Back', 'Left Back', 'Center Back']",29.244444444444444
David Simón Rodríguez Santana,Spain,Las Palmas,Defender,27.0,2270.0,3.0,1.0,"['Right Wing Back', 'Right Center Midfield', 'Right Back', 'Right Wing']","['Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Midfield', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Wing Back', 'Right Wing Back', 'Right Back', 'Right Wing Back']",25.22222222222222
David Soria Solís,Spain,Sevilla,0,0.0,0.0,0.0,0.0,[],[],0.0
David Zurutuza Veillet,Spain,Real Sociedad,Forward,16.0,1129.0,2.0,9.0,"['Left Center Midfield', 'Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Wing']","['Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Center Midfield']",12.544444444444444
Dejan Dražić,Serbia,Celta Vigo,Forward,6.0,118.0,5.0,1.0,"['Center Forward', 'Left Midfield', 'Left Wing', 'Right Wing']","['Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Center Forward', 'Left Midfield']",1.3111111111111111
Denis Cheryshev,Russia,Valencia,Forward,9.0,524.0,3.0,5.0,"['Left Wing Back', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield']","['Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Wing', 'Left Wing Back', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing']",5.822222222222222
Denis Suárez Fernández,Spain,Villarreal,Midfielder,33.0,2395.0,8.0,6.0,"['Left Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Right Center Forward']","['Left Midfield', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Center Forward', 'Left Center Forward', 'Right Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Midfield']",26.61111111111111
Dennis Díaz Fernánadez,Spain,Sporting Gijón,0,0.0,0.0,0.0,0.0,[],[],0.0
Deyverson Brum Silva Acosta,Brazil,Levante UD,Forward,33.0,2189.0,9.0,12.0,"['Right Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Forward', 'Left Center Forward', 'Left Wing', 'Right Center Forward', 'Right Wing']","['Right Wing', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Right Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Wing', 'Right Back', 'Left Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Center Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Wing', 'Left Center Forward']",24.322222222222223
Didier Digard,France,Real Betis,Midfielder,8.0,317.0,6.0,1.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Left Center Back']","['Left Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Center Defensive Midfield', 'Left Center Forward', 'Right Wing', 'Right Defensive Midfield', 'Left Center Back']",3.522222222222222
Diego Alende López,Spain,Celta Vigo,"Forward, Defender",1.0,44.0,1.0,0.0,"['Right Center Back', 'Right Wing']","['Right Wing', 'Right Center Back']",0.4888888888888889
Diego Alves Carreira,Brazil,Valencia,Goalkeeper,13.0,1170.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",13.0
Diego Antonio Reyes Rosales,Mexico,Real Sociedad,Defender,27.0,2314.0,1.0,3.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back']",25.711111111111112
Diego Caballo Alonso,Spain,Valencia,0,0.0,0.0,0.0,0.0,[],[],0.0
