player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Cheikh M''Bengue,Senegal,Rennes,Defender,23.0,1900.0,2.0,2.0,"['Left Wing', 'Left Wing Back', 'Left Back', 'Right Wing']","['Left Back', 'Left Wing', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing', 'Right Wing']",21.11111111111111
Cheikh N''Doye,Senegal,Angers,Midfielder,32.0,2880.0,0.0,0.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Center Attacking Midfield']","['Right Center Midfield', 'Right Center Midfield', 'Left Center Forward', 'Right Center Midfield', 'Center Forward', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Forward', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield']",32.0
Chris Mavinga,"Congo, (Kinshasa)",Troyes,Defender,19.0,1556.0,1.0,4.0,"['Center Attacking Midfield', 'Center Defensive Midfield', 'Left Back', 'Left Center Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Center Defensive Midfield', 'Center Attacking Midfield']",17.288888888888888
Christian Kouakou Yao,Côte d'Ivoire,Caen,Forward,6.0,147.0,6.0,0.0,"['Left Center Midfield', 'Center Forward', 'Left Defensive Midfield', 'Left Wing', 'Right Wing']","['Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Defensive Midfield', 'Center Forward', 'Right Wing', 'Left Center Midfield', 'Right Wing']",1.6333333333333333
Christophe Jallet,France,Lyon,Defender,23.0,1800.0,3.0,4.0,"['Center Attacking Midfield', 'Right Back', 'Right Wing']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",20.0
Christophe Kerbrat,France,Guingamp,Defender,29.0,2588.0,0.0,1.0,['Right Center Back'],"['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",28.755555555555556
Christopher Maboulou,Congo (Brazzaville),Bastia,Forward,9.0,271.0,7.0,2.0,"['Right Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Center Midfield', 'Left Center Forward', 'Left Wing', 'Right Wing']","['Center Forward', 'Left Wing', 'Right Center Midfield', 'Center Forward', 'Right Wing', 'Right Wing', 'Right Back', 'Left Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Wing', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Midfield', 'Right Center Midfield', 'Center Forward']",3.011111111111111
Christopher Nkunku,France,Paris Saint-Germain,Midfielder,5.0,331.0,1.0,2.0,"['Right Center Midfield', 'Left Center Midfield', 'Right Wing']","['Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing']",3.6777777777777776
Claudio Beauvue,Guadeloupe,Lyon,Forward,19.0,1292.0,4.0,7.0,"['Center Forward', 'Left Center Forward', 'Left Wing', 'Right Center Forward', 'Right Wing']","['Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Wing', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward']",14.355555555555556
Clément Chantôme,France,Bordeaux,Midfielder,25.0,2152.0,0.0,3.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Back']","['Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Back', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']",23.91111111111111
Clément Grenier,France,Lyon,Midfielder,18.0,1046.0,8.0,6.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing']","['Left Wing', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Center Attacking Midfield']",11.622222222222222
Clément Maury,France,Gazélec Ajaccio,Goalkeeper,33.0,2970.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",33.0
Come Casanova,France,Gazélec Ajaccio,0,0.0,0.0,0.0,0.0,[],[],0.0
Corentin Jean,France,Troyes,Forward,33.0,2605.0,4.0,7.0,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Center Forward', 'Right Wing', 'Center Forward', 'Right Midfield', 'Center Forward', 'Left Midfield', 'Left Midfield', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Defensive Midfield', 'Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Center Forward', 'Center Forward', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Right Wing', 'Left Wing', 'Center Forward', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Wing', 'Left Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward']",28.944444444444443
Corentin Tirard,France,AS Monaco,0,0.0,0.0,0.0,0.0,[],[],0.0
Corentin Tolisso,France,Lyon,Midfielder,33.0,2604.0,5.0,5.0,"['Right Back', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Right Center Midfield']","['Left Center Midfield', 'Right Center Midfield', 'Right Back', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Back', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Wing Back', 'Right Back', 'Right Back', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield']",28.933333333333334
Cyriack Garel,France,Stade de Reims,0,0.0,0.0,0.0,0.0,[],[],0.0
Cédric Carrasso,France,Bordeaux,Goalkeeper,20.0,1714.0,0.0,2.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",19.044444444444444
Cédric Yambéré,Central African Republic,Bordeaux,Defender,26.0,2261.0,2.0,1.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",25.122222222222224
Damien Da Silva,France,Caen,Defender,28.0,2498.0,0.0,2.0,"['Center Attacking Midfield', 'Right Center Back', 'Left Center Back']","['Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Center Attacking Midfield', 'Left Center Back']",27.755555555555556
Damjan Đoković,Croatia,Gazélec Ajaccio,Midfielder,34.0,2319.0,8.0,10.0,"['Right Back', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Wing Back', 'Left Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Left Back', 'Right Wing']","['Left Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Center Midfield', 'Left Back', 'Left Center Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Back', 'Left Back', 'Left Wing Back', 'Left Center Midfield', 'Right Wing', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Back', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Back']",25.766666666666666
Daniel Congré,France,Montpellier,Defender,35.0,3150.0,0.0,0.0,"['Center Attacking Midfield', 'Left Back', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Attacking Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Right Center Back']",35.0
Danijel Subašić,Croatia,AS Monaco,Goalkeeper,36.0,3240.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",36.0
David Ducourtioux,France,Gazélec Ajaccio,Midfielder,32.0,2578.0,4.0,5.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Back', 'Right Wing']","['Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Back', 'Left Center Midfield', 'Right Wing', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Center Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Midfield', 'Right Center Midfield']",28.644444444444446
David Luiz Moreira Marinho,Brazil,Paris Saint-Germain,Defender,25.0,2093.0,2.0,1.0,"['Center Defensive Midfield', 'Right Back', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Right Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",23.255555555555556
"David N""Gog",France,Stade de Reims,Forward,15.0,796.0,5.0,7.0,"['Left Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Center Attacking Midfield']","['Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",8.844444444444445
David N'Gog,France,Stade de Reims,Forward,1.0,75.0,0.0,1.0,"['Right Center Forward', 'Center Forward']","['Center Forward', 'Right Center Forward']",0.8333333333333334
Denis Bouanga,Gabon,Lorient,Midfielder,4.0,199.0,1.0,2.0,"['Right Midfield', 'Right Center Forward', 'Center Forward', 'Right Wing']","['Right Wing', 'Right Midfield', 'Right Center Forward', 'Right Midfield', 'Center Forward']",2.2111111111111112
Denis Petrić,Slovenia,Angers,Goalkeeper,11.0,990.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",11.0
Denis Will Poha,France,Rennes,0,0.0,0.0,0.0,0.0,[],[],0.0
Deniz Hümmet,Turkey,Troyes,Forward,6.0,170.0,4.0,2.0,"['Right Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Center Attacking Midfield']","['Left Midfield', 'Center Forward', 'Center Forward', 'Right Midfield', 'Center Forward', 'Center Forward', 'Left Midfield', 'Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield']",1.8888888888888888
Dennis Appiah,France,Caen,Defender,38.0,3420.0,0.0,0.0,"['Right Wing Back', 'Right Back', 'Left Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",38.0
Didier Ndong Ibrahim,Gabon,Lorient,Midfielder,34.0,3055.0,0.0,1.0,"['Right Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield']","['Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield']",33.94444444444444
Diego Alejandro Rolan Silva,Uruguay,Bordeaux,Forward,30.0,2066.0,9.0,7.0,"['Right Back', 'Left Center Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Left Wing', 'Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward', 'Left Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Left Wing', 'Left Center Forward', 'Center Attacking Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Back', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Wing', 'Left Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Left Center Forward', 'Right Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Right Wing']",22.955555555555556
Diego Armando Valentin Contento,Germany,Bordeaux,Defender,25.0,2116.0,1.0,1.0,"['Left Wing Back', 'Left Back', 'Left Defensive Midfield']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Defensive Midfield', 'Left Back']",23.511111111111113
Diego Gómez,France,Angers,Midfielder,1.0,31.0,1.0,0.0,"['Center Defensive Midfield', 'Left Center Midfield']","['Center Defensive Midfield', 'Left Center Midfield']",0.34444444444444444
Diego Rigonato Rodrigues,Brazil,Stade de Reims,Forward,23.0,1477.0,8.0,7.0,"['Left Center Midfield', 'Left Wing Back', 'Left Midfield', 'Center Forward', 'Left Attacking Midfield', 'Right Midfield', 'Left Wing', 'Right Center Back', 'Right Center Forward', 'Left Back', 'Right Wing']","['Left Wing Back', 'Left Back', 'Left Wing Back', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Wing', 'Left Wing Back', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Center Forward', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Right Center Back', 'Right Midfield', 'Left Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Center Forward', 'Left Midfield']",16.41111111111111
Dimitry Bertaud,France,Montpellier,0,0.0,0.0,0.0,0.0,[],[],0.0
Djamel Bakar,Comoros,Montpellier,Forward,6.0,217.0,4.0,1.0,"['Right Attacking Midfield', 'Right Defensive Midfield', 'Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward']","['Right Center Midfield', 'Center Forward', 'Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Attacking Midfield', 'Center Forward', 'Center Forward', 'Right Center Forward']",2.411111111111111
