player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents,league
Dominik Kohr,Germany,Augsburg,Midfielder,31.0,2505.0,1.0,13.0,"['Right Center Midfield', 'Right Back', 'Right Wing Back', 'Right Defensive Midfield', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Wing Back', 'Right Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",27.833333333333332,bundesliga
Dominik Maroh,Slovenia,FC Köln,Defender,25.0,2128.0,2.0,0.0,"['Center Attacking Midfield', 'Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Center Attacking Midfield', 'Center Back']",23.644444444444446,bundesliga
Dominik Stroh-Engel,Germany,Darmstadt 98,Forward,15.0,536.0,9.0,5.0,"['Right Wing', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Right Midfield']","['Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",5.955555555555556,bundesliga
Dominique Heintz,Germany,FC Köln,Defender,33.0,2872.0,1.0,2.0,"['Left Center Back', 'Left Back']","['Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",31.91111111111111,bundesliga
Dong-Won Ji,Korea (South),Augsburg,Midfielder,21.0,822.0,14.0,4.0,"['Left Center Back', 'Left Midfield', 'Right Wing', 'Right Defensive Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Wing', 'Left Center Forward', 'Left Defensive Midfield']","['Left Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Forward', 'Right Defensive Midfield', 'Left Center Back', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Center Forward', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Center Attacking Midfield']",9.133333333333333,bundesliga
Douglas Costa de Souza,Brazil,Bayern Munich,Midfielder,27.0,1978.0,4.0,10.0,"['Right Center Midfield', 'Right Wing Back', 'Left Midfield', 'Right Wing', 'Right Center Back', 'Center Forward', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Wing Back', 'Center Attacking Midfield', 'Left Wing', 'Left Attacking Midfield', 'Center Back', 'Right Midfield']","['Center Forward', 'Right Wing', 'Left Wing Back', 'Right Midfield', 'Left Wing', 'Right Wing Back', 'Left Wing Back', 'Right Wing Back', 'Right Wing', 'Right Wing', 'Left Wing', 'Center Back', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Midfield', 'Right Center Back', 'Right Wing Back', 'Right Wing', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Center Midfield', 'Left Midfield', 'Right Wing', 'Left Midfield', 'Left Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Wing Back', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing Back', 'Left Wing Back', 'Left Midfield', 'Right Midfield']",21.977777777777778,bundesliga
Dušan Švento,Slovakia,FC Köln,Forward,7.0,233.0,5.0,2.0,"['Left Midfield', 'Left Center Midfield', 'Left Wing Back', 'Right Center Forward', 'Left Wing', 'Left Center Forward']","['Left Center Midfield', 'Left Wing Back', 'Left Center Midfield', 'Left Wing', 'Right Center Forward', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Center Forward', 'Left Center Midfield']",2.588888888888889,bundesliga
Edgar Prib,Germany,Hannover 96,Midfielder,20.0,1340.0,4.0,7.0,"['Right Center Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Back', 'Left Defensive Midfield']","['Left Back', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Center Midfield', 'Right Wing', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Back', 'Left Center Midfield', 'Left Center Midfield', 'Left Wing', 'Left Wing', 'Left Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield']",14.88888888888889,bundesliga
Eduardo Jesús Vargas Rojas,Chile,Hoffenheim,Forward,24.0,1523.0,8.0,11.0,"['Right Center Midfield', 'Right Wing', 'Center Forward', 'Left Wing Back', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Center Forward', 'Right Midfield']","['Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Right Wing', 'Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing Back', 'Left Center Forward', 'Left Center Forward', 'Right Midfield']",16.92222222222222,bundesliga
Elias Kachunga,"Congo, (Kinshasa)",Ingolstadt,Forward,10.0,296.0,7.0,3.0,"['Right Wing', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Left Wing']","['Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Left Center Midfield', 'Center Forward', 'Left Wing', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Center Forward', 'Right Wing']",3.2888888888888888,bundesliga
Elkin Soto Jaramillo,Colombia,FSV Mainz 05,Forward,1.0,0.0,1.0,0.0,['Center Forward'],['Center Forward'],0.0,bundesliga
Emiliano Adrián Insúa Zapata,Argentina,VfB Stuttgart,Defender,33.0,2931.0,0.0,3.0,"['Left Center Back', 'Left Wing Back', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",32.56666666666667,bundesliga
Emir Spahić,Bosnia and Herzegovina,Hamburger SV,Defender,26.0,2278.0,0.0,1.0,"['Left Center Back', 'Right Defensive Midfield']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Defensive Midfield', 'Left Center Back']",25.31111111111111,bundesliga
Eric Oelschlägel,Germany,Werder Bremen,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Erik Durm,Germany,Borussia Dortmund,Defender,14.0,871.0,4.0,3.0,"['Right Back', 'Right Wing Back', 'Right Wing', 'Right Defensive Midfield', 'Left Wing Back', 'Left Wing', 'Left Back']","['Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Right Wing', 'Left Back', 'Right Back', 'Right Wing Back', 'Left Back', 'Left Back', 'Right Wing', 'Left Back', 'Left Wing']",9.677777777777777,bundesliga
Erik Thommy,Germany,Augsburg,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Ermin Bičakčić,Bosnia and Herzegovina,Hoffenheim,Defender,21.0,1630.0,3.0,2.0,"['Left Center Back', 'Right Center Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Back', 'Center Back']","['Center Back', 'Left Center Back', 'Center Attacking Midfield', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Midfield', 'Left Center Back', 'Right Center Back', 'Center Back', 'Left Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Defensive Midfield', 'Right Center Forward', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back']",18.11111111111111,bundesliga
Eugen Polanski,Poland,Hoffenheim,Midfielder,27.0,1779.0,7.0,7.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Wing Back', 'Center Attacking Midfield', 'Left Wing', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Wing', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Center Midfield']",19.766666666666666,bundesliga
Fabian Frei,Switzerland,FSV Mainz 05,Midfielder,18.0,983.0,7.0,4.0,"['Center Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Center Back', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Center Back', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Defensive Midfield', 'Left Defensive Midfield']",10.922222222222222,bundesliga
Fabian Giefer,Germany,Schalke 04,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Fabian Holland,Germany,Darmstadt 98,Defender,18.0,1443.0,2.0,3.0,"['Left Center Back', 'Left Midfield', 'Left Wing Back', 'Left Defensive Midfield', 'Left Back', 'Right Midfield']","['Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Defensive Midfield', 'Left Back', 'Left Back', 'Right Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",16.033333333333335,bundesliga
Fabian Johnson,United States of America,Borussia Mönchengladbach,Midfielder,26.0,2158.0,1.0,6.0,"['Right Center Midfield', 'Center Defensive Midfield', 'Right Back', 'Right Wing Back', 'Right Wing', 'Left Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Defensive Midfield', 'Left Wing', 'Right Midfield']","['Right Wing Back', 'Right Center Midfield', 'Left Wing', 'Right Back', 'Right Wing Back', 'Right Wing Back', 'Right Wing', 'Right Wing Back', 'Left Midfield', 'Left Wing Back', 'Right Wing Back', 'Left Wing Back', 'Right Midfield', 'Right Wing Back', 'Left Center Midfield', 'Left Midfield', 'Right Wing Back', 'Left Wing Back', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Back', 'Left Midfield', 'Right Back', 'Left Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Back', 'Left Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Back', 'Left Midfield', 'Left Midfield']",23.977777777777778,bundesliga
Fabian Lukas Schär,Switzerland,Hoffenheim,Defender,24.0,1747.0,4.0,4.0,"['Left Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Left Center Forward', 'Center Back', 'Left Defensive Midfield']","['Right Center Back', 'Right Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Left Center Forward', 'Center Back', 'Left Center Forward', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",19.41111111111111,bundesliga
Fabian Lustenberger,Switzerland,Hertha Berlin,Defender,30.0,2527.0,0.0,8.0,"['Left Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Center Back', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back']",28.07777777777778,bundesliga
Fabian Reese,Germany,Schalke 04,Forward,1.0,5.0,1.0,0.0,"['Left Center Forward', 'Left Midfield']","['Left Midfield', 'Left Center Forward']",0.05555555555555555,bundesliga
Federico Barba,Italy,VfB Stuttgart,Defender,2.0,140.0,0.0,2.0,"['Left Center Back', 'Left Back']","['Left Center Back', 'Left Center Back', 'Left Back']",1.5555555555555556,bundesliga
Felipe Aliste Lopes,Brazil,Wolfsburg,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Felipe Trevizan Martins,Brazil,Hannover 96,Midfielder,8.0,151.0,7.0,0.0,"['Left Center Back', 'Left Midfield', 'Right Defensive Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Back', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Left Back', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Right Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Center Back']",1.6777777777777778,bundesliga
Felix Klaus,Germany,Hannover 96,Forward,18.0,815.0,9.0,9.0,"['Left Midfield', 'Right Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Midfield']","['Left Midfield', 'Left Wing', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Right Wing', 'Left Wing']",9.055555555555555,bundesliga
Felix Kroos,Germany,Werder Bremen,Midfielder,8.0,276.0,6.0,2.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Right Back', 'Left Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield']","['Left Center Midfield', 'Left Midfield', 'Right Midfield', 'Right Back', 'Right Defensive Midfield', 'Left Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Left Center Midfield']",3.066666666666667,bundesliga
Felix Passlack,Germany,Borussia Dortmund,Forward,3.0,183.0,1.0,1.0,"['Right Center Midfield', 'Right Back', 'Right Wing', 'Left Center Midfield', 'Left Back']","['Left Back', 'Right Back', 'Left Center Midfield', 'Right Wing', 'Right Center Midfield']",2.033333333333333,bundesliga
Felix Platte,Germany,Darmstadt 98,Forward,12.0,172.0,11.0,0.0,"['Left Midfield', 'Right Wing', 'Right Center Back', 'Center Forward', 'Right Defensive Midfield', 'Right Attacking Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Wing', 'Left Center Forward', 'Left Defensive Midfield']","['Left Wing', 'Right Attacking Midfield', 'Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Center Forward', 'Left Midfield', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Center Forward', 'Center Forward', 'Right Center Back', 'Right Center Forward']",1.9111111111111112,bundesliga
Felix Wiedwald,Germany,Werder Bremen,Goalkeeper,34.0,3060.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",34.0,bundesliga
Filip Kostić,Serbia,VfB Stuttgart,Midfielder,30.0,2598.0,0.0,10.0,"['Left Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Wing', 'Left Center Forward', 'Right Midfield']","['Left Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Center Forward', 'Left Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Wing Back']",28.866666666666667,bundesliga
Filip Mladenović,Serbia,FC Köln,Defender,14.0,862.0,4.0,6.0,"['Left Midfield', 'Right Defensive Midfield', 'Left Wing Back', 'Center Attacking Midfield', 'Left Wing', 'Left Back']","['Left Wing Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Wing', 'Left Back', 'Left Wing Back', 'Left Midfield', 'Left Back', 'Left Wing', 'Left Wing Back', 'Left Midfield', 'Left Wing Back', 'Left Back', 'Left Wing']",9.577777777777778,bundesliga
Fin Bartels,Germany,Werder Bremen,Midfielder,30.0,2086.0,8.0,8.0,"['Right Center Midfield', 'Right Wing Back', 'Left Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Wing', 'Left Defensive Midfield', 'Left Center Forward', 'Right Midfield']","['Center Attacking Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Wing', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Forward', 'Right Midfield', 'Right Midfield', 'Right Wing Back', 'Right Center Midfield', 'Right Midfield', 'Right Midfield', 'Right Center Forward', 'Left Center Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Forward', 'Right Midfield', 'Right Center Forward', 'Left Defensive Midfield']",23.177777777777777,bundesliga
Finn-Dominik Porath,Germany,Hamburger SV,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Florian Grillitsch,Austria,Werder Bremen,Midfielder,25.0,1986.0,2.0,8.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Midfield']","['Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Center Defensive Midfield', 'Left Wing', 'Left Center Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield']",22.066666666666666,bundesliga
Florian Jungwirth,Germany,Darmstadt 98,Defender,19.0,1507.0,3.0,0.0,"['Right Back', 'Right Center Back', 'Right Defensive Midfield', 'Center Midfield', 'Left Defensive Midfield']","['Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Back', 'Left Defensive Midfield', 'Right Back', 'Right Back', 'Center Midfield', 'Center Midfield', 'Right Defensive Midfield', 'Right Back']",16.744444444444444,bundesliga
Florian Klein,Austria,VfB Stuttgart,Defender,22.0,1621.0,5.0,2.0,"['Right Center Midfield', 'Center Defensive Midfield', 'Right Wing Back', 'Right Back', 'Right Center Back', 'Right Wing', 'Center Attacking Midfield', 'Right Midfield']","['Right Back', 'Center Attacking Midfield', 'Right Back', 'Right Midfield', 'Right Wing Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Midfield', 'Right Center Midfield', 'Right Wing', 'Center Defensive Midfield', 'Right Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Back', 'Right Center Midfield', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back']",18.011111111111113,bundesliga
Florian Kohls,Germany,Hertha Berlin,Midfielder,1.0,8.0,1.0,0.0,['Left Center Midfield'],['Left Center Midfield'],0.08888888888888889,bundesliga
