player_id;short_name;club_name;age;overall;player_positions;preferred_foot;nationality_name;value_eur;wage_eur;international_reputation
228595;G. Prömel;TSG Hoffenheim;28;76;CM, CDM;Right;Germany;7.5 mio;34.0 k;2
229071;K. Onisiwo;FSV Mainz 05;31;76;ST, CF;Right;Austria;6.5 mio;29.0 k;2
229167;M. Rashica;Beşiktaş;27;76;RM, LM;Right;Kosovo;8.0 mio;25.0 k;1
229723;M. Jensen;Brentford;27;76;CM;Right;Denmark;8.0 mio;49.0 k;1
230020;P. Lees-Melou;Brest;30;76;CM, CDM, CAM;Right;France;7.0 mio;20.0 k;2
230208;Lúcio Corteijo;América Mineiro;35;76;RB;Right;Brazil;2.3 mio;12.0 k;1
230280;Antonaldinho;Atlético Mineiro;35;76;CB;Right;Brazil;2.0 mio;22.0 k;1
230295;Cris Laranjeiros;Athletico Paranaense;31;76;CB;Right;Brazil;5.0 mio;15.0 k;1
230317;Fred Aníbão;Athletico Paranaense;31;76;GK;Right;Brazil;4.0 mio;12.0 k;1
230328;Pierrino Faria;Santos;39;76;GK;Right;Brazil;825.0 k;12.0 k;1
230373;Nicolás Filhei;Palmeiras;27;76;CM, CAM, CDM;Right;Brazil;8.0 mio;35.0 k;1
230425;Rubem Esteiro;Palmeiras;35;76;RM, CM;Right;Brazil;3.1 mio;26.0 k;1
230453;David Seijalbo;Atlético Mineiro;27;76;CDM;Left;Brazil;7.0 mio;30.0 k;1
230457;Jairzinho Aníbal;Bragantino;31;76;CDM, CM;Right;Brazil;5.0 mio;16.0 k;1
230463;Simão Acunha;Atlético Mineiro;35;76;CAM, CF, RW;Right;Brazil;3.1 mio;24.0 k;1
230475;Adilson Edrada;Santos;31;76;CAM;Right;Brazil;6.0 mio;26.0 k;1
230528;Rafael Cachoira;Bragantino;23;76;CB, CDM;Right;Brazil;7.5 mio;14.0 k;1
230564;M. Gaćinović;AEK Athens;28;76;LM, RM;Right;Serbia;7.5 mio;1999;1
232670;F. Zampedri;Universidad Católica;35;76;ST;Right;Argentina;3.2 mio;10.0 k;1
234791;Luan Peres;Fenerbahçe;28;76;CB, LB;Left;Brazil;6.5 mio;30.0 k;1
234913;C. Fassnacht;Norwich City;29;76;RM, CM;Right;Switzerland;7.5 mio;36.0 k;1
237135;Davidson;Wuhan Three Towns;32;76;LW, ST;Right;Brazil;6.0 mio;17.0 k;1
238305;Nacho Vidal;Osasuna;28;76;RB, RWB;Right;Spain;7.0 mio;25.0 k;1
239910;A. Boupendza;Cincinnati;26;76;LM, LW, ST;Left;Gabon;8.0 mio;9999;1
241867;Aitor Ruibal;Real Betis;27;76;RB, RM, LM;Right;Spain;7.0 mio;21.0 k;1
243558;Óscar Valentín;Rayo Vallecano;28;76;CDM;Right;Spain;6.5 mio;19.0 k;1
243686;Chiquinho;Benfica;27;76;CM, CAM;Right;Portugal;8.0 mio;14.0 k;1
244373;V. Buyalskyi;Dynamo Kyiv;30;76;CM, CAM;Right;Ukraine;7.0 mio;1999;1
247030;P. Ševčík;Slavia Praha;29;76;CM, RM, CDM;Right;Czech Republic;7.5 mio;1999;1
264348;S. Rahimi;Al Ain;27;76;LM;Right;Morocco;8.0 mio;1999;1
268438;Alejandro Garnacho;Manchester United;19;75;LW, LM;Right;Argentina;13.5 mio;54.0 k;1
268802;F. Miretti;Juventus;19;75;CM, CAM;Right;Italy;13.5 mio;42.0 k;1
270673;W. Zaïre-Emery;Paris Saint Germain;17;75;CM, CDM;Right;France;13.0 mio;8999;1
251570;R. Cherki;Olympique Lyonnais;19;75;CAM, LW, RW;Left;France;12.0 mio;18.0 k;2
264701;A. Zakharyan;Real Sociedad;20;75;LW, RW, CAM;Right;Russia;12.5 mio;23.0 k;1
265188;G. Scalvini;Atalanta;19;75;CB;Right;Italy;11.5 mio;19.0 k;1
265450;J. Bakayoko;PSV;20;75;RW;Left;Belgium;12.5 mio;14.0 k;1
270670;F. Chaïbi;Eintracht Frankfurt;20;75;LM, CM;Right;Algeria;12.5 mio;24.0 k;1
242879;M. Vandevoordt;Genk;21;75;GK;Right;Belgium;11.0 mio;8999;1
243478;E. Loiodice;Las Palmas;22;75;CM, CDM;Left;France;12.5 mio;17.0 k;1
246147;M. Greenwood;Getafe;21;75;RM, ST;Left;England;12.5 mio;61.0 k;1
246340;M. Mudryk;Chelsea;22;75;LW, LM;Right;Ukraine;12.5 mio;74.0 k;1
248805;Sergio Camello;Rayo Vallecano;22;75;ST;Right;Spain;12.5 mio;18.0 k;1
256287;F. Farías;Inter Miami;20;75;CAM, CF;Right;Argentina;12.5 mio;7999;1
258498;B. Verbruggen;Brighton & Hove Albion;20;75;GK;Right;Netherlands;10.5 mio;30.0 k;1
259849;Gabriel Veron;Porto;20;75;RM, LM;Right;Brazil;12.5 mio;10.0 k;1
259913;H. Sudakov;Shakhtar Donetsk;20;75;CAM, CM;Right;Ukraine;12.5 mio;1749;1
260592;B. Šeško;RB Leipzig;20;75;ST;Right;Slovenia;12.5 mio;34.0 k;1
260908;M. Kerkez;AFC Bournemouth;19;75;LB;Left;Hungary;11.5 mio;20.0 k;1
263897;Filipe Relvas;Portimonense;23;75;CB, LB, CM;Left;Portugal;11.5 mio;7999;1
264388;Moleiro;Las Palmas;19;75;LM, CM, CAM;Right;Spain;12.0 mio;11.0 k;1
269176;A. Veliz;Tottenham Hotspur;19;75;ST;Right;Argentina;12.0 mio;41.0 k;1
270531;O. Diomande;Sporting CP;19;75;CB;Right;Côte d'Ivoire;11.5 mio;6999;1
271673;Lázaro;Almería;21;75;LM, RM, ST;Right;Brazil;12.5 mio;18.0 k;1
239810;N. Raskin;Rangers;22;75;CM, CDM;Right;Belgium;12.5 mio;40.0 k;1
242964;A. Gordon;Newcastle United;22;75;LW, RW, LM;Right;England;12.5 mio;74.0 k;1
246045;P. De la Vega;Lanús;22;75;RM, LM;Right;Argentina;12.5 mio;13.0 k;1
246672;Barrenetxea;Real Sociedad;21;75;LW, RW, LM;Right;Spain;12.5 mio;23.0 k;1
252021;T. Dallinga;Toulouse;22;75;ST;Right;Netherlands;12.5 mio;21.0 k;1
252238;A. Velasco;Dallas;20;75;LM, LW, CAM;Right;Argentina;12.5 mio;7999;1
252495;J. Kamiński;VfL Wolfsburg;21;75;LW, LB;Right;Poland;12.5 mio;32.0 k;1
255074;A. Bondarenko;Shakhtar Donetsk;22;75;CAM, CDM;Left;Ukraine;12.5 mio;1899;1
256509;P. Solari;River Plate;22;75;RM, ST, LM;Right;Argentina;12.5 mio;16.0 k;1
259173;Víctor Chust;Cádiz;23;75;CB;Right;Spain;11.5 mio;21.0 k;1
261082;C. Medina;Boca Juniors;21;75;CM;Right;Argentina;12.5 mio;14.0 k;1
263673;Andrew;Gil Vicente;22;75;GK;Right;Brazil;11.0 mio;7999;1
273564;G. Orban;Gent;20;75;ST;Right;Nigeria;12.5 mio;18.0 k;1
236524;A. Ahmedhodžić;Sheffield United;24;75;CB;Right;Bosnia and Herzegovina;11.5 mio;25.0 k;1
240734;M. O'Riley;Celtic;22;75;CM, CDM;Left;Denmark;12.5 mio;40.0 k;1
242914;K. Nakamura;Stade de Reims;22;75;LM;Right;Japan;12.5 mio;19.0 k;1
246070;Iván Jaime;Porto;22;75;LM, CAM, ST;Right;Spain;12.5 mio;11.0 k;1
246352;Hugo Guillamón;Valencia;23;75;CDM;Right;Spain;12.0 mio;23.0 k;1
246762;S. Koita;Salzburg;23;75;ST, CAM;Left;Mali;12.5 mio;18.0 k;1
254840;S. Pavlović;Salzburg;22;75;CB;Left;Serbia;12.0 mio;15.0 k;1
255009;K. Taylor;Ajax;21;75;CM, CDM;Left;Netherlands;12.5 mio;11.0 k;1
256008;Morato;Benfica;22;75;CB;Left;Brazil;12.0 mio;10.0 k;1
256268;A. Broja;Chelsea;21;75;ST;Right;Albania;12.5 mio;64.0 k;1
258826;D. Rensch;Ajax;20;75;RB, LB;Right;Netherlands;12.0 mio;10.0 k;1
260697;I. Hien;Hellas Verona;24;75;CB;Right;Sweden;11.5 mio;20.0 k;1
263396;Copete;Mallorca;23;75;CB;Left;Spain;11.5 mio;19.0 k;1
265650;Saúl Coco;Las Palmas;24;75;CB;Right;Equatorial Guinea;11.5 mio;15.0 k;1
278013;S. Sazonov;Torino;21;75;CB;Right;Georgia;12.0 mio;25.0 k;1
233164;A. Murić;Burnley;24;75;GK;Right;Kosovo;9.5 mio;26.0 k;1
242641;R. Aït-Nouri;Wolverhampton Wanderers;22;75;LB, LWB;Left;France;11.0 mio;42.0 k;1
242656;I. Meslier;Leeds United;23;75;GK;Left;France;9.5 mio;24.0 k;1
242660;J. Beyer;Burnley;23;75;CB;Right;Germany;10.5 mio;33.0 k;1
242816;Riqui Puig;LA Galaxy;23;75;CM, CAM;Right;Spain;11.0 mio;8999;1
242948;M. Kovář;Bayer 04 Leverkusen;23;75;GK;Right;Czech Republic;9.5 mio;25.0 k;1
244238;J. Bijol;Udinese;24;75;CB, CDM;Right;Slovenia;10.5 mio;13.0 k;1
245037;Eric García;Girona;22;75;CB, CDM;Right;Spain;10.5 mio;76.0 k;2
246565;B. Diakité;Lille;22;75;RB, LB, CB;Right;France;11.0 mio;23.0 k;1
251626;M. van Ewijk;Coventry City;22;75;RWB, RB;Right;Netherlands;11.0 mio;31.0 k;1
255351;R. Villagra;Talleres Córdoba;22;75;CDM, CM;Right;Argentina;10.5 mio;12.0 k;1
255561;J. Doig;Hellas Verona;21;75;LWB, LM, LB;Left;Scotland;11.0 mio;16.0 k;1
256161;M. Ramírez;Independiente del Valle;22;75;GK;Right;Ecuador;9.5 mio;1649;1
262929;Vinicius Souza;Sheffield United;24;75;CDM, CM, CB;Right;Brazil;10.5 mio;25.0 k;1
239890;O. Kabak;TSG Hoffenheim;23;75;CB;Right;Turkey;8.0 mio;24.0 k;2
242280;L. Ferguson;Bologna;23;75;CM, CDM, CAM;Right;Scotland;9.0 mio;25.0 k;1
242635;I. Ogbu;Slavia Praha;23;75;CB;Right;Nigeria;8.0 mio;1999;1
248564;Z. Aboukhlal;Toulouse;23;75;RM, LM;Left;Morocco;9.0 mio;19.0 k;1
250955;J. Stanišić;Bayer 04 Leverkusen;23;75;RB, CB;Right;Croatia;8.5 mio;36.0 k;1
252114;B. Rollheiser;Estudiantes;23;75;RM, ST;Left;Argentina;9.0 mio;13.0 k;1
256107;A. Johnston;Celtic;24;75;RB;Right;Canada;8.5 mio;36.0 k;1
257191;A. Stach;TSG Hoffenheim;24;75;CM, CDM, CF;Right;Germany;9.0 mio;27.0 k;2
257289;H. Ekitike;Paris Saint Germain;21;75;ST;Right;France;9.0 mio;49.0 k;1
257540;A. Knauff;Eintracht Frankfurt;21;75;RM, LM;Right;Germany;9.0 mio;24.0 k;2
262925;A. Zorgane;Sporting Charleroi;23;75;CM, CDM;Right;Algeria;9.0 mio;13.0 k;1
265800;Jutglà;Club Brugge;24;75;ST;Right;Spain;9.0 mio;21.0 k;1
222227;P. Berg;Bodø / Glimt;25;75;CDM, CM;Right;Norway;7.5 mio;7999;1
222951;M. Rodák;Fulham;26;75;GK;Right;Slovakia;6.5 mio;47.0 k;1
224258;K. Ajer;Brentford;25;75;CB, RB;Right;Norway;7.5 mio;40.0 k;1
231873;Joni Montiel;Real Valladolid;24;75;CAM, ST, CM;Left;Spain;8.5 mio;17.0 k;1
234205;H. Ito;VfB Stuttgart;24;75;CB, CDM;Left;Japan;7.5 mio;18.0 k;2
235526;D. Geiger;TSG Hoffenheim;25;75;CDM, CM;Right;Germany;7.5 mio;27.0 k;2
235642;R. Yates;Nottingham Forest;25;75;CDM, CM;Right;England;7.5 mio;46.0 k;1
235883;R. Sessegnon;Tottenham Hotspur;23;75;LB, LWB;Left;England;8.0 mio;49.0 k;1
236988;E. Nketiah;Arsenal;24;75;ST;Right;England;8.5 mio;74.0 k;1
237496;D. Mihailovic;AZ Alkmaar;24;75;CAM, CM;Right;United States;8.5 mio;10.0 k;1
237629;A. Maier;FC Augsburg;24;75;RM, CM, CDM;Right;Germany;8.5 mio;22.0 k;1
238227;K. Diatta;Monaco;24;75;RM;Right;Senegal;8.5 mio;36.0 k;1
239335;Óscar;Getafe;25;75;CM, RM, LM;Right;Spain;8.0 mio;23.0 k;1
239763;E. Zhegrova;Lille;24;75;RM;Left;Kosovo;8.5 mio;25.0 k;1
240740;C. Hudson-Odoi;Nottingham Forest;22;75;LW, RW;Right;England;8.5 mio;51.0 k;2
241509;Mauro Júnior;PSV;24;75;RB, LB, CAM;Left;Brazil;8.0 mio;13.0 k;1
241651;V. Gyökeres;Sporting CP;25;75;ST;Right;Sweden;8.5 mio;14.0 k;1
242418;T. Lamptey;Brighton & Hove Albion;22;75;RB, RWB;Right;Ghana;8.0 mio;49.0 k;1
245158;L. Suárez;Almería;25;75;ST, LM;Right;Colombia;8.5 mio;25.0 k;2
245238;Javi Sánchez;Real Valladolid;26;75;CB;Right;Spain;7.5 mio;11.0 k;1
246919;T. Čvančara;Borussia Mönchengladbach;22;75;ST, RW;Right;Czech Republic;8.5 mio;24.0 k;1
248573;J. Dina Ebimbe;Eintracht Frankfurt;22;75;RM, CM, RWB;Right;France;8.5 mio;28.0 k;1
255533;Y. Ndayishimiye;Nice;24;75;CB, CDM, CM;Right;Burundi;7.5 mio;28.0 k;1
256675;O. Marmoush;Eintracht Frankfurt;24;75;ST, LM;Right;Egypt;8.5 mio;31.0 k;1
258208;O. Lingr;Feyenoord;24;75;CAM, LW, RW;Right;Czech Republic;8.5 mio;1999;1
268621;G. Hernández;San Lorenzo;25;75;CB;Right;Argentina;7.5 mio;13.0 k;1
223866;S. Lovrič;Udinese;25;75;CM, CDM;Right;Slovenia;8.0 mio;16.0 k;1
225748;T. Cantwell;Rangers;25;75;CAM, CM, CF;Right;England;8.0 mio;44.0 k;1
228092;S. Berge;Burnley;25;75;CM;Right;Norway;8.0 mio;40.0 k;1
228687;K. Dolberg;Anderlecht;25;75;ST;Right;Denmark;8.0 mio;24.0 k;2
232144;F. Uduokhai;FC Augsburg;25;75;CB;Left;Germany;7.0 mio;22.0 k;2
233585;Lincoln;Fenerbahçe;24;75;CAM, LM, LB;Left;Brazil;8.0 mio;26.0 k;1
234505;Evander;Portland Timbers;25;75;CM, CAM;Right;Brazil;8.0 mio;9999;1
235456;J. Bellegarde;Wolverhampton Wanderers;25;75;CM, CDM;Right;France;8.0 mio;51.0 k;2
235945;Marc Roca;Real Betis;26;75;CDM, CM;Left;Spain;7.0 mio;36.0 k;1
236368;G. Maggiore;Salernitana;25;75;CM, CDM;Right;Italy;8.0 mio;28.0 k;1
237477;M. Tavernier;AFC Bournemouth;24;75;LM, RM, CAM;Left;England;8.0 mio;37.0 k;1
239015;E. Dennis;Nottingham Forest;25;75;ST, LW;Right;Nigeria;8.0 mio;56.0 k;1
239340;J. Chabot;FC Köln;25;75;CB;Left;Germany;7.0 mio;22.0 k;1
241202;P. Daka;Leicester City;24;75;ST;Right;Zambia;8.0 mio;38.0 k;1
244253;U. Račić;Sassuolo;25;75;CM, CDM;Right;Serbia;8.0 mio;16.0 k;1
244380;V. Mykolenko;Everton;24;75;LB, LWB;Left;Ukraine;7.5 mio;28.0 k;1
245426;M. Kumbulla;Roma;23;75;CB;Right;Albania;7.0 mio;39.0 k;1
252936;A. Flips;Anderlecht;23;75;LM, CAM, RM;Right;France;8.0 mio;20.0 k;1
258390;I. Grbić;Atlético Madrid;27;75;GK;Right;Croatia;6.0 mio;31.0 k;1
258575;E. Agbadou;Stade de Reims;26;75;CB;Right;Côte d'Ivoire;7.0 mio;20.0 k;1
221024;A. Sørensen;Sparta Praha;27;75;CB;Right;Denmark;6.5 mio;1999;1
224019;Pedro Chirivella;Nantes;26;75;CDM, CM;Right;Spain;6.5 mio;20.0 k;2
224241;N. Olij;Sparta Rotterdam;27;75;GK;Right;Netherlands;5.5 mio;8999;1
225539;D. Solanke;AFC Bournemouth;25;75;ST;Right;England;7.5 mio;44.0 k;1
226508;G. Taylor;Celtic;25;75;LB;Left;Scotland;7.0 mio;40.0 k;1
228518;A. Hanche-Olsen;FSV Mainz 05;26;75;CB;Right;Norway;6.5 mio;23.0 k;1
228732;H. Moukoudi;AEK Athens;25;75;CB;Right;Cameroon;6.5 mio;1999;1
229010;S. Amallah;Valencia;26;75;CAM, CM, LM;Right;Morocco;7.5 mio;12.0 k;1
229476;W. Anton;VfB Stuttgart;26;75;CB;Right;Germany;6.5 mio;21.0 k;2
231318;R. Perraud;Nice;25;75;LB;Left;France;7.0 mio;35.0 k;1
232104;D. James;Leeds United;25;75;RM, ST, LM;Right;Wales;7.5 mio;38.0 k;1
232132;Joaquín;Trabzonspor;27;75;CB, CDM;Right;Spain;6.5 mio;39.0 k;1
233866;O. Edouard;Crystal Palace;25;75;ST;Right;France;7.5 mio;37.0 k;1
233926;Léo Duarte;İstanbul Başakşehir;26;75;CB;Right;Brazil;6.5 mio;22.0 k;1
234686;J. Lotomba;Nice;24;75;RB, LB;Right;Switzerland;7.0 mio;28.0 k;1
235134;P. Rosario;Nice;26;75;CDM, CM, CB;Right;Netherlands;6.5 mio;33.0 k;1
235149;J. Schouten;PSV;26;75;CDM, CM;Right;Netherlands;6.5 mio;15.0 k;1
236295;Aarón;Genoa;26;75;LB, LM, LWB;Left;Spain;7.0 mio;21.0 k;1
237184;K. Bare;Espanyol;25;75;CDM, CM;Right;Albania;6.5 mio;10.0 k;1
238050;C. Ejuke;Antwerp;25;75;LW, LM, RW;Right;Nigeria;7.5 mio;28.0 k;1
238072;E. Löwen;Saint Louis City;26;75;CM, CAM, CDM;Right;Germany;7.5 mio;9999;1
238900;E. Demirović;FC Augsburg;25;75;LM, ST;Right;Bosnia and Herzegovina;7.5 mio;24.0 k;2
239817;B. Soumaré;Sevilla;24;75;CDM, CM;Right;France;7.0 mio;31.0 k;1
241162;J. Paintsil;Genk;25;75;RM, LM;Right;Ghana;7.5 mio;15.0 k;1
244193;Jovane Cabral;Salernitana;25;75;LM, RM;Right;Cape Verde Islands;7.5 mio;12.0 k;1
251182;Iago;FC Augsburg;26;75;LB, LM;Left;Brazil;7.0 mio;23.0 k;2
254487;Matheus Henrique;Sassuolo;25;75;CM;Right;Brazil;7.5 mio;16.0 k;1
222493;M. Friedrich;Borussia Mönchengladbach;27;75;CB;Right;Germany;6.0 mio;23.0 k;1
225793;B. Godfrey;Everton;25;75;CB, LB, RB;Right;England;6.0 mio;31.0 k;2
233053;A. Hadžiahmetović;Beşiktaş;26;75;CDM, CM;Right;Bosnia and Herzegovina;6.0 mio;22.0 k;1
233301;R. Kristensen;Roma;25;75;RWB, CB, RB;Right;Denmark;6.5 mio;35.0 k;1
234741;G. Hamer;Sheffield United;26;75;CM, CDM, CAM;Right;Netherlands;7.0 mio;32.0 k;1
234999;Jean;Cerro Porteño;27;75;GK;Left;Brazil;5.0 mio;1799;1
236461;J. Mateta;Crystal Palace;26;75;ST;Right;France;7.0 mio;39.0 k;1
236477;A. Claude-Maurice;Nice;25;75;CM, LW;Right;France;7.0 mio;35.0 k;2
239361;D. de Wit;AZ Alkmaar;25;75;CAM, CM;Right;Netherlands;7.0 mio;11.0 k;1
257502;G. Smal;FC Twente;25;75;LB;Left;Netherlands;6.5 mio;11.0 k;1
257889;K. Jakić;Eintracht Frankfurt;26;75;CDM, CM, CB;Right;Croatia;6.0 mio;30.0 k;1
268573;F. Baschirotto;Lecce;26;75;CB, RB;Right;Italy;6.0 mio;15.0 k;1
210719;M. Kempf;Hertha BSC;28;75;CB;Left;Germany;5.5 mio;14.0 k;2
211117;D. Alli;Everton;27;75;CM, CAM;Right;England;6.5 mio;36.0 k;3
211320;D. Rugani;Juventus;28;75;CB;Right;Italy;5.5 mio;72.0 k;2
213296;N. Bentaleb;Lille;28;75;CDM, CM;Left;Algeria;5.5 mio;28.0 k;2
213614;S. Gustafson;Häcken;28;75;CDM, CM;Right;Sweden;5.5 mio;8999;1
215147;L. Giannetti;Vélez Sarsfield;29;75;CB;Right;Argentina;5.0 mio;15.0 k;1
215247;M. Ingvartsen;Nordsjælland;27;75;CF, ST, CAM;Left;Denmark;6.5 mio;16.0 k;1
220182;J. Denayer;Al Fateh;28;75;CB;Right;Belgium;5.5 mio;27.0 k;2
220659;J. Brownhill;Burnley;27;75;CM, CAM, CDM;Right;England;6.5 mio;42.0 k;1
220710;H. Wilson;Fulham;26;75;RM, RW;Left;Wales;6.5 mio;63.0 k;1
221551;E. Mammana;River Plate;27;75;CB, RB;Right;Argentina;5.5 mio;17.0 k;1
222844;Walace;Udinese;28;75;CDM, CM;Right;Brazil;5.5 mio;16.0 k;1
223779;D. Szymański;AEK Athens;28;75;CDM, CM;Right;Poland;5.5 mio;1999;1
224422;J. Boga;Nice;26;75;LM, LW, CF;Right;Côte d'Ivoire;6.5 mio;36.0 k;1
225147;C. Roberts;Burnley;27;75;RB, RWB;Right;Wales;6.0 mio;38.0 k;1
225200;Kike Barja;Osasuna;26;75;RM, LM;Right;Spain;6.5 mio;25.0 k;1
225289;N. Fernández;Defensa y Justicia;27;75;ST, LW, RW;Right;Argentina;6.5 mio;17.0 k;1
226093;C. Adams;Southampton;26;75;ST;Right;Scotland;6.5 mio;43.0 k;1
226168;M. Eggestein;SC Freiburg;26;75;CDM, CM;Right;Germany;6.0 mio;23.0 k;2
226637;Rubén Duarte;Deportivo Alavés;27;75;LB;Left;Spain;6.0 mio;20.0 k;1
229749;A. Barboza;Libertad;28;75;CB;Left;Argentina;5.5 mio;1999;1
229862;Edu Expósito;Espanyol;26;75;CAM, CM, CDM;Right;Spain;6.5 mio;11.0 k;2
230965;N. Nández;Cagliari;27;75;CM, RM;Right;Uruguay;6.5 mio;23.0 k;2
234200;A. El Mahdioui;Al Taawon;27;75;CDM, CM;Right;Netherlands;6.0 mio;22.0 k;1
234226;Bruno Viana;Al Hazem;28;75;CB;Right;Brazil;5.5 mio;20.0 k;1
234573;Aurélio Buta;Eintracht Frankfurt;26;75;RM, RWB;Right;Portugal;6.5 mio;32.0 k;1
235424;D. Samassékou;TSG Hoffenheim;27;75;CDM, CM;Right;Mali;6.0 mio;28.0 k;2
237960;Mama Baldé;Olympique Lyonnais;27;75;ST, LM, RM;Right;Guinea Bissau;6.5 mio;9999;1
238068;M. Richter;FSV Mainz 05;25;75;RM, CAM;Right;Germany;6.5 mio;24.0 k;2
240663;M. Merentiel;Boca Juniors;27;75;ST;Right;Uruguay;6.5 mio;20.0 k;1
240953;N. Tenaglia;Deportivo Alavés;27;75;RB, CB;Right;Argentina;6.0 mio;20.0 k;1
243656;N. Radonjić;Torino;27;75;CF, LW, RW;Right;Serbia;6.5 mio;41.0 k;1
244112;D. Kyereh;SC Freiburg;27;75;CAM, ST;Right;Ghana;6.5 mio;26.0 k;1
244176;D. Undav;VfB Stuttgart;26;75;ST, CAM;Right;Germany;6.5 mio;69.0 k;1
244385;G. Bushchan;Dynamo Kyiv;29;75;GK;Right;Ukraine;4.3 mio;1799;1
244467;O. Kolář;Slavia Praha;28;75;GK;Right;Czech Republic;4.5 mio;1999;1
246870;E. Díaz;River Plate;27;75;LB, CB;Left;Argentina;6.0 mio;17.0 k;1
251221;L. Kalvach;Viktoria Plzeň;27;75;CDM, CM;Right;Czech Republic;6.0 mio;1999;1
262411;Miguel Crespo;Fenerbahçe;26;75;CM, CDM;Right;Portugal;6.5 mio;30.0 k;1
146296;Andrés Fernández;Levante;36;75;GK;Right;Spain;625.0 k;6999;1
146439;Negredo;Cádiz;37;75;ST;Left;Spain;1.9 mio;22.0 k;3
157970;Ricardo Batista;Casa Pia;36;75;GK;Left;Portugal;625.0 k;4999;1
162328;R. Pasveer;Ajax;39;75;GK;Right;Netherlands;625.0 k;7999;1
162347;João Moutinho;Sporting Braga;36;75;CM, CAM;Right;Portugal;1.8 mio;11.0 k;3
167397;Falcao;Rayo Vallecano;37;75;ST;Right;Colombia;1.9 mio;16.0 k;3
169588;J. Evans;Manchester United;35;75;CB;Right;Northern Ireland;1.5 mio;54.0 k;2
180216;S. Coleman;Everton;34;75;RB, RWB;Right;Republic of Ireland;2.1 mio;33.0 k;2
183353;Víctor Díaz;Granada;35;75;CB, RB, CDM;Right;Spain;1.5 mio;13.0 k;1
183895;M. Moralez;New York City;36;75;CAM, CM, CF;Right;Argentina;1.8 mio;7999;2
184484;G. Sigurðsson;Lyngby;33;75;CAM;Right;Iceland;3.5 mio;12.0 k;3
184999;Maurício;Portimonense;34;75;CDM, CM, CAM;Right;Brazil;1.9 mio;9999;1
185020;José Callejón;Granada;36;75;LM, ST, RM;Right;Spain;1.8 mio;14.0 k;3
185422;J. King;Fenerbahçe;31;75;ST, CF, LW;Right;Norway;4.8 mio;32.0 k;1
186801;C. Kouyaté;Nottingham Forest;33;75;CDM, CM, CB;Right;Senegal;2.8 mio;49.0 k;2
187924;C. Grenier;Racing Santander;32;75;CM, CAM, CDM;Right;France;4.4 mio;10.0 k;2
188803;Taison;PAOK;35;75;CAM, LW;Right;Brazil;2.3 mio;1999;2
188955;G. Bou;New England;33;75;ST, LM;Right;Argentina;3.6 mio;10.0 k;1
189172;Fidel;Elche;33;75;LM, CM, CAM;Left;Spain;3.5 mio;11.0 k;1
189454;D. Díaz;Barcelona Guayaquil;37;75;CAM, CF;Right;Ecuador;1.8 mio;1949;1
190113;M. Günok;Beşiktaş;34;75;GK;Right;Turkey;950.0 k;18.0 k;1
190362;T. Pukki;Minnesota United;33;75;ST;Right;Finland;3.6 mio;10.0 k;1
192123;C. Wood;Nottingham Forest;31;75;ST;Right;New Zealand;4.8 mio;58.0 k;1
192991;C. Tosun;Beşiktaş;32;75;ST, LW;Right;Turkey;4.6 mio;26.0 k;2
193182;W. Foderingham;Sheffield United;32;75;GK;Left;England;2.8 mio;24.0 k;1
193348;X. Shaqiri;Chicago Fire;31;75;CAM, RM;Left;Switzerland;4.7 mio;9999;3
193352;R. Rodríguez;Torino;30;75;CB, LM, LB;Left;Switzerland;4.6 mio;34.0 k;2
193738;Y. Belhanda;Adana Demirspor;33;75;CAM, ST;Right;Morocco;3.5 mio;15.0 k;2
194794;A. Yarmolenko;Dynamo Kyiv;33;75;RM, ST;Left;Ukraine;3.5 mio;1999;3
197242;G. Krychowiak;Abha;33;75;CDM, CM;Right;Poland;2.8 mio;13.0 k;3
198177;B. Schenkeveld;Panathinaikos;31;75;CB;Right;Netherlands;3.8 mio;1849;1
198352;S. Bell;FSV Mainz 05;31;75;CB;Right;Germany;3.8 mio;23.0 k;2
198653;M. Silva;Libertad;40;75;GK;Right;Uruguay;625.0 k;1499;1
199206;D. Vida;AEK Athens;34;75;CB;Right;Croatia;1.8 mio;1999;3
199247;Álex Fernández;Cádiz;30;75;CAM, CM, CDM;Right;Spain;5.5 mio;27.0 k;2
199288;A. Losilla;VfL Bochum 1848;37;75;CDM, CM, CB;Right;France;1.1 mio;15.0 k;1
199393;N. Pallois;Nantes;35;75;CB;Left;France;1.5 mio;15.0 k;2
199580;C. Goldson;Rangers;30;75;CB;Right;England;4.6 mio;42.0 k;1
199652;D. Praet;Leicester City;29;75;CAM, CF, CM;Right;Belgium;5.5 mio;41.0 k;2
200318;M. Uth;FC Köln;31;75;CAM, ST;Left;Germany;4.7 mio;26.0 k;2
200752;Juan Jesus;Napoli;32;75;CB;Left;Brazil;3.6 mio;39.0 k;2
201042;D. Sidibé;AEK Athens;30;75;RB, LB;Right;France;4.8 mio;1999;2
201043;B. Dejaegere;Charlotte;32;75;CM, CAM;Right;Belgium;4.4 mio;9999;1
201303;R. Falk;København;31;75;CM, CDM;Right;Denmark;4.6 mio;22.0 k;1
201325;C. Tătărușanu;Abha;37;75;GK;Right;Romania;625.0 k;7999;2
201417;M. Doherty;Wolverhampton Wanderers;31;75;RB, RWB;Right;Republic of Ireland;4.1 mio;49.0 k;1
